metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.7307280310344826,2.7458529140000003,2.71108265,2.74939022
metric_CPU utilization %,102.68436176241379,108.509632512,91.58878724,179.59726678
metric_CPU utilization% in kernel mode,0.6524095179310345,0.6857920319999999,0.59097509,1.07270326
metric_CPI,2.531131812068966,2.551631758,2.5140949,2.59269423
metric_kernel_CPI,5.154424715172414,5.312354066,3.88585633,5.31687591
metric_IPC,0.39509485310344833,0.39757438,0.38569917,0.39775746
metric_giga_instructions_per_sec,159.51617441896548,168.99152504799997,142.69370524,278.32441504
metric_L1D MPI (includes data+rfo w/ prefetches),0.033347321724137936,0.033405884,0.0332248,0.03341298
metric_L1D demand data read hits per instr,0.30550755000000007,0.305676418,0.30497323,0.30571021
metric_L1-I code read misses (w/ prefetches) per instr,0.00045857620689655185,0.0005066859999999999,0.00044122,0.00053959
metric_L2 demand data read hits per instr,0.008608035172413795,0.0086492,0.00856135,0.00866146
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.01982379793103449,0.019946542,0.01969248,0.01999737
metric_L2 demand data read MPI,0.006964207586206896,0.007006198,0.00687732,0.00721874
metric_L2 demand code MPI,0.00031250862068965524,0.000316688,0.00030715,0.00031747
metric_Average LLC data read miss latency (in clks),335.40836929413797,337.357185512,332.71505343,337.50444492
metric_UPI Data transmit BW (MB/sec) (only data),95.42479135965516,97.310638192,91.43834301,137.25272488
metric_package power (watts),500.8236053748276,510.7349597,491.74009013,548.2263034
metric_DRAM power (watts),53.352907028275865,54.270730836,52.3261911,58.47654966
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),175820.35484821652,179173.020171114,172539.99945527,192856.38977557
metric_memory bandwidth write (MB/sec),51280.28186953172,52092.612213514,50365.91329459,56154.86659519
metric_memory bandwidth total (MB/sec),227100.63671774685,231265.63238462797,222905.91274986,249011.25637076
metric_ITLB (2nd level) MPI,7.023206896551724e-05,7.1224e-05,6.882e-05,7.202e-05
metric_DTLB (2nd level) load MPI,0.0012518162068965518,0.0012636980000000002,0.00121002,0.00133523
metric_DTLB (2nd level) 2MB large page load MPI,1.844068965517241e-05,1.8924e-05,1.808e-05,1.943e-05
metric_DTLB (2nd level) store MPI,0.0003632048275862069,0.000369512,0.00034434,0.00036995
metric_NUMA %_Reads addressed to local DRAM,99.96440960344826,99.96672977,99.95542243,99.96725344
metric_NUMA %_Reads addressed to remote DRAM,0.035590396551724135,0.036850884,0.03274656,0.04457757
metric_uncore frequency GHz,1.7319123768965519,1.77850874,1.7028094,1.90841591
metric_TMA_Frontend_Bound(%),13.975593126896554,14.082554564000002,13.84550363,14.1118954
metric_TMA_..Fetch_Latency(%),9.164456695862068,9.208753248,9.12327158,9.21511584
metric_TMA_....ICache_Misses(%),0.37116721551724136,0.37922329199999993,0.36263112,0.38019219
metric_TMA_....ITLB_Misses(%),4.853234642413793,4.945272078,4.67172059,5.44556104
metric_TMA_....Branch_Resteers(%),1.9252575282758624,1.934107818,1.91143992,1.93565196
metric_TMA_......Mispredicts_Resteers(%),1.8378709017241377,1.8464564759999997,1.82365251,1.84774695
metric_TMA_......Clears_Resteers(%),0.012595547931034482,0.012693266,0.01246691,0.01269535
metric_TMA_......Unknown_Branches(%),0.07479107862068966,0.07600536,0.07378743,0.07611656
metric_TMA_..Fetch_Bandwidth(%),4.811136430344827,4.923308448,4.71955261,4.93961012
metric_TMA_Bad_Speculation(%),9.66575868862069,10.209488482,8.86602647,10.24190348
metric_TMA_..Branch_Mispredicts(%),9.599972867931035,10.140096283999998,8.80502054,10.17274197
metric_TMA_..Machine_Clears(%),0.06578582068965518,0.069218138,0.06100592,0.06948307
metric_TMA_Backend_Bound(%),61.26487093275862,61.65935134,60.65097045,62.28820508
metric_TMA_..Memory_Bound(%),48.1803803113793,48.51576498199999,47.68856791,49.3760065
metric_TMA_....L1_Bound(%),1.7584283731034482,1.780644638,1.72503529,1.82163915
metric_TMA_......DTLB_Load(%),5.102494588965518,5.447052168,4.702905,5.497305
metric_TMA_......Store_Fwd_Blk(%),0.0012117110344827585,0.001300894,0.00118365,0.0013484
metric_TMA_....L2_Bound(%),0.45103647103448274,0.45508388,0.44388056,0.45842788
metric_TMA_....L3_Bound(%),5.98339318862069,6.013771248,5.92222563,6.10025406
metric_TMA_......Contested_Accesses(%),0.0005927324137931033,0.00079038,0.00043338,0.00084125
metric_TMA_......Data_Sharing(%),0.001862514482758621,0.002404974,0.00144132,0.00255364
metric_TMA_......L3_Hit_Latency(%),3.4175575886206895,3.4458402579999996,3.32120746,3.4464033
metric_TMA_......SQ_Full(%),0.05413051275862069,0.05560140599999999,0.04956643,0.05597805
metric_TMA_......MEM_Bandwidth(%),21.75205649586207,21.830844182,21.41846617,21.84911648
metric_TMA_......Mem_Latency(%),58.97937940344828,59.1235348,58.80365823,59.48694834
metric_TMA_....Store_Bound(%),10.64102896586207,10.838106419999999,10.14949775,10.87884375
metric_TMA_..Core_Bound(%),0.0,0.0,0.0,0.0
metric_TMA_....Divider(%),0.005735969999999998,0.005781396,0.0057065,0.00579553
metric_TMA_....Ports_Utilization(%),7.961089758620688,8.023956576,7.80871168,8.02549831
metric_TMA_......Ports_Utilized_0(%),0.0,0.0,0.0,0.0
metric_TMA_......Ports_Utilized_1(%),7.107654471724138,7.1563053299999995,6.98717925,7.16052078
metric_TMA_......Ports_Utilized_2(%),5.671447724827585,5.709653656,5.54091479,5.7131137
metric_TMA_......Ports_Utilized_3m(%),9.032555067931035,9.088355034,8.81429554,9.09334917
metric_TMA_Retiring(%),15.09377725172414,15.268741125999998,14.79247789,15.27420008
metric_TMA_..Light_Operations(%),15.061538235172414,15.236322570000002,14.76103469,15.24166518
metric_TMA_..Heavy_Operations(%),0.032239015172413794,0.033292063999999996,0.03111771,0.03389206
metric_TMA_Info_CoreIPC,0.7898811237931035,0.794798058,0.77061545,0.79560377
metric_TMA_Info_System_SMT_2T_Utilization,0.999991782413793,1.0,0.99989965,1.0
