metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.83015989,2.84206681,2.81025774,2.84466007
metric_CPU utilization %,99.89860063736842,103.84863074200001,95.61221709,104.09137327
metric_CPU utilization% in kernel mode,0.715565595263158,0.7552060780000001,0.6788739,0.77936854
metric_CPI,0.7840749015789474,0.799114724,0.76443562,0.8102141
metric_kernel_CPI,6.077325448947368,6.316889491,4.96431124,6.32377513
metric_IPC,1.2756414363157893,1.297491763,1.23424167,1.30815463
metric_giga_instructions_per_sec,519.2775780873684,541.727667105,494.15793869,548.63074806
metric_L1D MPI (includes data+rfo w/ prefetches),0.011195435263157895,0.013576612,0.00855348,0.01358392
metric_L1D demand data read hits per instr,0.24636343894736842,0.25468618,0.23717675,0.25514041
metric_L1-I code read misses (w/ prefetches) per instr,3.48778947368421e-05,5.141099999999999e-05,2.925e-05,5.205e-05
metric_L2 demand data read hits per instr,0.007053215263157895,0.008885570999999998,0.00505615,0.00893643
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.0017825647368421053,0.0018479599999999998,0.00170822,0.0019016
metric_L2 demand data read MPI,0.0008714826315789474,0.000976624,0.00075203,0.00098449
metric_L2 demand code MPI,2.005947368421053e-05,2.1706e-05,1.848e-05,2.212e-05
metric_Average LLC data read miss latency (in clks),302.3162635089473,308.238788803,293.68690137,308.82376525
metric_UPI Data transmit BW (MB/sec) (only data),62.03296877000001,64.08668146100001,58.95356787,64.19293412
metric_package power (watts),499.4727704557895,500.421709294,498.4380663,513.9662731
metric_DRAM power (watts),28.273506246842107,29.375019375,27.01575032,29.64022836
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),28901.549002913685,33101.085928158,24136.00855456,33789.06459999
metric_memory bandwidth write (MB/sec),15426.811674202632,17726.629171745997,12795.45290024,18161.12796492
metric_memory bandwidth total (MB/sec),44328.36067711684,50827.715099903995,36931.4614548,51950.19256491
metric_ITLB (2nd level) MPI,1.2026315789473684e-06,1.4809999999999997e-06,7.9e-07,1.58e-06
metric_DTLB (2nd level) load MPI,1.0321052631578947e-06,1.1899999999999998e-06,8.4e-07,1.28e-06
metric_DTLB (2nd level) 2MB large page load MPI,5.263157894736843e-10,9.999999999999788e-10,0.0,1e-08
metric_DTLB (2nd level) store MPI,1.5747368421052635e-06,1.66e-06,1.48e-06,1.66e-06
metric_NUMA %_Reads addressed to local DRAM,99.8417660836842,99.867167896,99.80129383,99.87214
metric_NUMA %_Reads addressed to remote DRAM,0.15823391631578948,0.18973586099999995,0.12786,0.19870617
metric_uncore frequency GHz,0.7985967110526316,0.8000377409999999,0.79698855,0.82178751
metric_TMA_Frontend_Bound(%),8.22771957736842,10.149132824999995,7.12160438,12.28069755
metric_TMA_..Fetch_Latency(%),9.998023879473687,10.616149069999999,9.26984572,10.70657198
metric_TMA_....ICache_Misses(%),0.21890944578947366,0.22777063,0.20773508,0.22903108
metric_TMA_....ITLB_Misses(%),0.019499750526315793,0.021932689,0.01625715,0.02235055
metric_TMA_....Branch_Resteers(%),3.924947366315789,4.29396328,3.4966239,4.39635529
metric_TMA_......Mispredicts_Resteers(%),3.8724989,4.241376236,3.44481023,4.34342657
metric_TMA_......Clears_Resteers(%),0.017379657894736843,0.019779738999999998,0.01445189,0.02001103
metric_TMA_......Unknown_Branches(%),0.03506880736842105,0.038356634,0.03162015,0.03847682
metric_TMA_..Fetch_Bandwidth(%),0.12940900210526315,0.38697134399999544,0.0,2.28240324
metric_TMA_Bad_Speculation(%),37.88451112578947,44.466707972,13.43619082,45.47453222
metric_TMA_..Branch_Mispredicts(%),37.714321282105274,44.304592966,13.37186967,45.31329529
metric_TMA_..Machine_Clears(%),0.17018984473684207,0.23399699899999998,0.06432115,0.24676241
metric_TMA_Backend_Bound(%),19.255236006842107,26.412644579999995,16.13209133,28.15112607
metric_TMA_..Memory_Bound(%),10.230134301578948,13.922209126999999,8.67690327,14.32341668
metric_TMA_....L1_Bound(%),8.69247729736842,8.912659639,8.44301352,8.93020198
metric_TMA_......DTLB_Load(%),0.5109204668421053,0.595131238,0.42814039,0.59754322
metric_TMA_......Store_Fwd_Blk(%),0.01821221052631579,0.020060885,0.01606017,0.02009054
metric_TMA_....L2_Bound(%),2.1603385384210525,2.93549662,1.39002922,2.93897359
metric_TMA_....L3_Bound(%),11.595371033157896,13.369605608,9.79331691,13.38800474
metric_TMA_......Contested_Accesses(%),0.0008932926315789472,0.0011968459999999992,0.00063377,0.00148067
metric_TMA_......Data_Sharing(%),0.0011725957894736846,0.0016735469999999996,0.00084014,0.00181842
metric_TMA_......L3_Hit_Latency(%),4.03971422,5.192479599,2.61800292,5.23195458
metric_TMA_......SQ_Full(%),0.05883785473684212,0.06699107699999998,0.04567624,0.07047999
metric_TMA_......MEM_Bandwidth(%),2.441540811052632,2.592008976,2.27400335,2.64467838
metric_TMA_......MEM_Latency(%),35.57819142368421,36.383872172,34.86833026,36.4072874
metric_TMA_....Store_Bound(%),0.4187662873684211,0.490900434,0.31080914,0.51047268
metric_TMA_..Core_Bound(%),0.0,0.0,0.0,0.0
metric_TMA_....Divider(%),0.005642168947368421,0.0056625059999999994,0.00561741,0.00567732
metric_TMA_....Ports_Utilization(%),24.65194564736842,27.018558317,23.0756362,27.18639641
metric_TMA_......Ports_Utilized_0(%),0.0,0.0,0.0,0.0
metric_TMA_......Ports_Utilized_1(%),18.572209615789472,19.174991961,17.80570501,19.18140627
metric_TMA_......Ports_Utilized_2(%),17.528205848421052,18.076631441999996,16.85280035,18.0978171
metric_TMA_......Ports_Utilized_3m(%),19.113024303684206,19.373187928999997,18.85310119,19.38003197
metric_TMA_Retiring(%),34.632533293157906,43.35118496399999,30.85400428,46.13198556
metric_TMA_..Light_Operations(%),34.61680783421053,43.331758214,30.84014052,46.11050951
metric_TMA_..Heavy_Operations(%),0.01572545684210526,0.021139531,0.01377069,0.02147605
metric_TMA_Info_CoreIPC,2.5442796721052625,2.575700943,2.50496718,2.57663391
metric_TMA_Info_System_SMT_2T_Utilization,1.0,1.0,1.0,1.0
