metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.6782215341379314,2.6930284,2.65472505,2.69528535
metric_CPU utilization %,100.71852550310345,106.30405991399999,93.70954628,123.14191149
metric_CPU utilization% in kernel mode,0.4962913872413793,0.5307984099999999,0.45645898,0.60033232
metric_CPI,0.8931280817241379,0.914807192,0.83465068,0.91913576
metric_kernel_CPI,3.9421114572413796,4.060300346,2.97078067,4.11261545
metric_IPC,1.1202022779310346,1.174858016,1.08797855,1.19810602
metric_giga_instructions_per_sec,435.08515143413797,464.91841055199995,398.18360858,528.8684882
metric_L1D MPI (includes data+rfo w/ prefetches),1.0176551724137927e-05,1.4237999999999995e-05,7.98e-06,2.017e-05
metric_L1D demand data read hits per instr,0.5867548206896551,0.624113572,0.49082398,0.63224049
metric_L1-I code read misses (w/ prefetches) per instr,0.0001613482758620689,0.00035419999999999966,6.897e-05,0.00042414
metric_L2 demand data read hits per instr,4.2544827586206905e-06,5.7859999999999985e-06,3.32e-06,8.07e-06
metric_L2 MPI (includes code+data+rfo w/ prefetches),1.0741034482758621e-05,1.6218e-05,5.52e-06,2.001e-05
metric_L2 demand data read MPI,1.2403448275862068e-06,1.8699999999999995e-06,9.5e-07,2.19e-06
metric_L2 demand code MPI,1.220689655172414e-07,2.5199999999999993e-07,3e-08,3.9e-07
metric_Average LLC data read miss latency (in clks),918.569946858276,1021.2083033039999,471.85314644,1030.38746328
metric_UPI Data transmit BW (MB/sec) (only data),3.42392038,5.338998631999996,2.66646712,6.37803837
metric_package power (watts),499.50901011068964,506.32598038799995,492.02728452,514.40155952
metric_DRAM power (watts),19.191411431724138,19.445401846,18.77559367,19.79305027
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),8.152091116206895,10.592848679999996,6.84038185,13.6991113
metric_memory bandwidth write (MB/sec),8.169572020344829,9.564671913999998,7.11017465,12.41972433
metric_memory bandwidth total (MB/sec),16.321663136551727,19.873480716,13.95055649,26.11883562
metric_ITLB (2nd level) MPI,1.3596551724137933e-06,1.9259999999999994e-06,8.9e-07,2.02e-06
metric_DTLB (2nd level) load MPI,1.0000000000000002e-07,2.4199999999999997e-07,1e-08,2.5e-07
metric_DTLB (2nd level) 2MB large page load MPI,1.3793103448275863e-09,1e-08,0.0,1e-08
metric_DTLB (2nd level) store MPI,1.3934482758620688e-06,1.42e-06,1.36e-06,1.43e-06
metric_NUMA %_Reads addressed to local DRAM,13.721459612068964,27.015805387999983,5.84700716,39.86191635
metric_NUMA %_Reads addressed to remote DRAM,86.27854038793103,92.843993958,60.13808365,94.15299284
metric_uncore frequency GHz,0.7987808348275864,0.8101298180000001,0.78680877,0.82223505
metric_TMA_Frontend_Bound(%),23.164537828965514,24.663870254000003,21.52902297,26.86964318
metric_TMA_..Fetch_Latency(%),18.74772602206896,20.403885304,15.6580269,20.63768685
metric_TMA_....ICache_Misses(%),0.015444337586206901,0.036956105999999975,0.00554869,0.04424149
metric_TMA_....ITLB_Misses(%),0.01774375896551724,0.022242194,0.012046,0.02313009
metric_TMA_....Branch_Resteers(%),2.3705434337931033,3.344327576,1.75742435,3.38676856
metric_TMA_......Mispredicts_Resteers(%),2.279758450344828,3.2260053959999997,1.6771899,3.26344841
metric_TMA_......Clears_Resteers(%),0.05093565275862067,0.055467746,0.0448417,0.05575995
metric_TMA_......Unknown_Branches(%),0.03984933068965518,0.06614177999999998,0.0241181,0.06779634
metric_TMA_..Fetch_Bandwidth(%),4.416811805172414,8.713605635999999,1.11516637,11.04181112
metric_TMA_Bad_Speculation(%),7.707469480689655,11.393612013999999,2.13859063,17.13158382
metric_TMA_..Branch_Mispredicts(%),7.537666331034482,11.196738918,2.08999251,16.8439509
metric_TMA_..Machine_Clears(%),0.1698031510344828,0.25813142999999994,0.04859813,0.28763293
metric_TMA_Backend_Bound(%),15.03329948862069,17.987938655999997,7.94765271,19.53991031
metric_TMA_..Memory_Bound(%),4.284196223793104,5.210172183999999,2.18891619,5.76547585
