metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.668722202413793,2.7108234099999997,2.47200926,2.71586354
metric_CPU utilization %,100.51847701482758,103.118442422,96.07309188,119.69051168
metric_CPU utilization% in kernel mode,2.9939461727586205,5.503475203999996,1.44194268,15.52488898
metric_CPI,1.8303480306896553,2.007605604,1.11723552,2.7312185
metric_kernel_CPI,3.1556660362068962,4.073086257999999,2.09154042,4.28508863
metric_IPC,0.5576114744827586,0.6962801459999997,0.36613695,0.89506642
metric_giga_instructions_per_sec,214.47396878689653,260.2946477319999,171.38535796,326.82428688
metric_L1D MPI (includes data+rfo w/ prefetches),0.027077869999999997,0.032804561999999995,0.02199063,0.04747932
metric_L1D demand data read hits per instr,0.2708542427586207,0.27374026399999996,0.26192549,0.27415172
metric_L1-I code read misses (w/ prefetches) per instr,0.00744565517241379,0.010568573999999997,0.00493391,0.01116721
metric_L2 demand data read hits per instr,0.007830150344827586,0.009045206,0.00663579,0.00922769
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.019718772758620693,0.02461195799999999,0.01039096,0.03574818
metric_L2 demand data read MPI,0.004186287586206896,0.004823308,0.00207276,0.00492062
metric_L2 demand code MPI,0.0003907272413793103,0.0008808859999999999,0.00021839,0.00171462
metric_Average LLC data read miss latency (in clks),393.8793549875863,437.64586339399995,273.96202709,457.92094365
metric_UPI Data transmit BW (MB/sec) (only data),1462.5435905996555,4935.544977099999,340.05963542,6016.04541259
metric_package power (watts),499.21511743896554,501.664131408,495.64977408,513.26276476
metric_DRAM power (watts),55.67835095862069,57.207347744,47.05942478,57.6966633
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),222747.64668707584,234669.61856630002,143637.18346546,238744.81083245
metric_memory bandwidth write (MB/sec),40765.79680028483,49668.486826254,34101.4100449,70933.59174451
metric_memory bandwidth total (MB/sec),263513.4434873613,279585.11694647,182735.31231239,286557.20127066
metric_ITLB (2nd level) MPI,5.449793103448276e-05,0.00017327199999999995,1.168e-05,0.00021823
metric_DTLB (2nd level) load MPI,0.00035149,0.0004918459999999999,9.907e-05,0.00099817
