metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.6505676337931035,2.7587018719999996,2.53255838,2.77756044
metric_CPU utilization %,101.01370074068967,105.70548567,93.71063481,132.51251356
metric_CPU utilization% in kernel mode,0.7972008482758622,0.9108420979999999,0.70342607,1.10121194
metric_CPI,3.597247607931035,4.394915436,2.82538187,4.57960252
metric_kernel_CPI,6.2392941837931035,6.640337792,5.00544661,6.85359555
metric_IPC,0.28298390827586206,0.346339278,0.21835956,0.35393446
metric_giga_instructions_per_sec,108.71466328758622,132.19229259399998,87.77336746,135.13743091
metric_L1D MPI (includes data+rfo w/ prefetches),0.08294643068965515,0.093127398,0.06764381,0.09475286
metric_L1D demand data read hits per instr,0.23085582896551726,0.245875084,0.21027135,0.24816944
metric_L1-I code read misses (w/ prefetches) per instr,0.00011811724137931033,0.0001808719999999998,9.483e-05,0.00022091
metric_L2 demand data read hits per instr,0.028988902413793104,0.035376444,0.01805994,0.03744956
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.05509420999999999,0.063665364,0.04190021,0.06705072
metric_L2 demand data read MPI,0.016147665862068967,0.020968574,0.01250455,0.02159495
metric_L2 demand code MPI,0.00011064758620689655,0.00011912199999999999,9.097e-05,0.00013012
metric_Average LLC data read miss latency (in clks),350.38352233896563,420.25594821999994,281.22404224,440.26723705
metric_UPI Data transmit BW (MB/sec) (only data),191.12897072379312,213.536247724,156.00665996,216.36806821
metric_package power (watts),498.9649652499999,500.173882238,491.47616991,513.5827319
metric_DRAM power (watts),57.20600288827586,59.263945109999995,52.68957552,59.55651979
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),265095.406403629,274315.583697608,249968.43917262,278050.96359036
metric_memory bandwidth write (MB/sec),29381.53983781759,41114.32655309799,13305.17683447,44410.8994092
metric_memory bandwidth total (MB/sec),294476.94624144793,306300.556979606,264722.80091633,308550.12316725
metric_ITLB (2nd level) MPI,6.410344827586208e-07,1.5719999999999985e-06,3.1e-07,1.86e-06
metric_DTLB (2nd level) load MPI,2.3603448275862067e-06,3.1599999999999994e-06,1.47e-06,3.9e-06
metric_DTLB (2nd level) 2MB large page load MPI,2.5344827586206897e-07,3.5e-07,1.5e-07,4e-07
metric_DTLB (2nd level) store MPI,7.822758620689656e-06,1.384399999999999e-05,5.47e-06,1.583e-05
metric_NUMA %_Reads addressed to local DRAM,99.96502870517243,99.970788244,99.95767267,99.97119967
metric_NUMA %_Reads addressed to remote DRAM,0.034971294827586215,0.039679980000000004,0.02880033,0.04232733
metric_uncore frequency GHz,1.6952316272413797,1.745953558,1.62926038,1.7661492
metric_TMA_Frontend_Bound(%),6.909178661379311,18.440088573999997,2.69271669,20.73438656
metric_TMA_..Fetch_Latency(%),10.634136284827589,13.957845171999999,6.40336274,14.3157189
metric_TMA_....ICache_Misses(%),0.3320138589655172,0.36696107199999994,0.273288,0.37910947
