metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.7245076425,2.7545490015,2.63380659,2.75625542
metric_CPU utilization %,99.911650713,102.63249820000001,95.80009469,103.84920823
metric_CPU utilization% in kernel mode,0.5229944085,0.5740762355000001,0.44720813,0.59133347
metric_CPI,1.1646923175000004,1.1770719035,1.13075999,1.17851483
metric_kernel_CPI,4.212781917499999,4.6410686695,3.59226414,4.64875644
metric_IPC,0.8586817105,0.871758327,0.8485256,0.88436097
metric_giga_instructions_per_sec,336.62225267150006,349.639488694,311.45422996,353.6308315
metric_L1D MPI (includes data+rfo w/ prefetches),0.004550332999999999,0.0050746205,0.0039354,0.00533189
metric_L1D demand data read hits per instr,0.28638637399999994,0.2879180215,0.28363803,0.29058812
metric_L1-I code read misses (w/ prefetches) per instr,0.00013015600000000003,0.00015179650000000003,0.00011094,0.00016959
metric_L2 demand data read hits per instr,0.0023291609999999997,0.0024587414999999997,0.00214871,0.00251767
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.000660077,0.0010434754999999998,0.00036745,0.00105707
metric_L2 demand data read MPI,0.00012350250000000003,0.000175221,7.601e-05,0.00017885
metric_L2 demand code MPI,1.4429499999999998e-05,1.80785e-05,1.07e-05,1.881e-05
metric_Average LLC data read miss latency (in clks),230.405179366,248.77095120700002,195.94439237,250.99038865
metric_UPI Data transmit BW (MB/sec) (only data),50.25477550200001,61.88150775300002,38.26967519,94.07950536
metric_package power (watts),499.2886919555,502.936370266,494.06628709,513.30159675
metric_DRAM power (watts),20.928262048,21.575200414,20.45941139,21.69981199
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),4988.3138746445,7393.345266701001,3453.14836459,7770.60437099
metric_memory bandwidth write (MB/sec),2576.9284994104996,3813.829915752,1784.59425266,4013.33509215
metric_memory bandwidth total (MB/sec),7565.242374055,11207.175182453,5237.74261725,11783.93946314
metric_ITLB (2nd level) MPI,4.773649999999999e-05,5.17625e-05,4.196e-05,5.181e-05
metric_DTLB (2nd level) load MPI,1.8055000000000003e-06,2.4145e-06,1.19e-06,2.69e-06
metric_DTLB (2nd level) 2MB large page load MPI,3.5e-08,4e-08,3e-08,4e-08
metric_DTLB (2nd level) store MPI,2.734e-06,3.2505e-06,2.3e-06,3.45e-06
metric_NUMA %_Reads addressed to local DRAM,98.39306494050001,98.674939872,97.21545651,98.74657067
