metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),3.2526650650510196,3.300001575,3.02438521,3.67674977
metric_CPU utilization %,98.39995316321425,100.29416892,36.21843239,100.51448384
metric_CPU utilization% in kernel mode,1.6004654866326526,2.1581800825,0.29940189,9.90692019
metric_CPI,5.259176341122453,8.3818103675,2.39653307,12.0749793
metric_kernel_CPI,4.01239085,5.32236844,2.04677578,10.18719484
metric_L1D MPI (includes data+rfo w/ prefetches),0.08546621341836744,0.124075645,0.04446473,0.15183242
metric_L1D demand data read hits per instr,0.2619970762244899,0.292355965,0.16023982,0.31040895
metric_L1-I code read misses (w/ prefetches) per instr,0.00010305015306122447,0.0001607575,5.018e-05,0.00021122
metric_L2 demand data read hits per instr,0.028519476683673457,0.063611895,0.00577868,0.07969229
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.05780424704081635,0.0878067825,0.01803533,0.1106554
metric_L2 demand data read MPI,0.01204966841836735,0.019213175,0.0050159,0.03868565
metric_L2 demand code MPI,0.00010025831632653064,0.0001572725,4.747e-05,0.00020471
metric_LLC data read MPI (demand+prefetch),0.03981987040816325,0.0653667125,0.00971433,0.08328221
metric_LLC total HITM (per instr),2.7892857142857144e-07,4.625e-07,2e-08,1.923e-05
metric_LLC total HIT clean line forwards (per instr),2.5369897959183666e-06,3.4900000000000005e-06,8.4e-07,6.977e-05
metric_Average LLC data read miss latency (in clks),572.2540468387753,743.5120594225,237.37690635,769.91809767
metric_Average LLC data read miss latency (in ns),207.356760214847,258.7868181525,106.95423025,265.46774498
metric_Average LLC data read miss latency for LOCAL requests (in ns),207.33568838306118,258.508053195,106.64340857,265.22031732
metric_Average LLC data read miss latency for REMOTE requests (in ns),369.15680997699,396.01552603249996,179.07150109,422.1106139
metric_ITLB MPI,2.302346938775509e-06,3.4325000000000006e-06,1.26e-06,4.74e-06
metric_DTLB 2MB large page load MPI,5.2306122448979594e-06,1.17625e-05,1.6e-07,1.872e-05
metric_NUMA %_Reads addressed to local DRAM,99.97082430602036,99.97808297,99.88798798,99.98040376
metric_NUMA %_Reads addressed to remote DRAM,0.02917569397959185,0.035710149999999996,0.01959624,0.11201202
metric_UPI Data transmit BW (MB/sec) (only data),105.19396502142851,121.46522535,80.9563104,558.3809322
metric_UPI Transmit utilization_% (includes control),0.43674143178571406,0.7099175425,0.20817188,8.25500305
metric_uncore frequency GHz,2.2276688301530623,2.408621345,1.92075826,2.41753203
metric_package power (watts),404.1126632653061,411.304,314.012,412.716
metric_DRAM power (watts),56.57315306122448,60.7605,39.138,61.248
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),186724.11360848992,215160.4750304,74172.977792,226298.1284224
metric_memory bandwidth write (MB/sec),22647.71428244899,46381.014752,543.6218112,58650.1949568
metric_memory bandwidth total (MB/sec),209371.82789093885,226669.57736,85495.908416,230170.8742784
metric_IO_bandwidth_disk_or_network_writes (MB/sec),0.048730469387755125,0.1969316,0.0,0.4531504
metric_IO_bandwidth_disk_or_network_reads (MB/sec),0.013173828571428575,0.0373866,0.0,0.0624832
metric_TMAM_Info_CoreIPC,0.42919180081632646,0.71015821,0.16563175,0.83453887
metric_TMAM_Frontend_Bound(%),11.02227430673469,19.99570653,4.36975762,21.37918606
metric_TMAM_Bad_Speculation(%),15.326036203979598,37.003613105,3.82069575,46.78937543
metric_TMAM_Backend_bound(%),64.40427346209185,83.57133383499999,18.41216999,86.90259384
metric_TMAM_Retiring(%),9.269098091632651,14.75125361,3.71613403,17.00957226
