metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),3.3059233672300494,3.299997474,3.29854725,3.66136637
metric_CPU utilization %,97.95825656262915,99.644940216,4.08560591,100.47846782
metric_CPU utilization% in kernel mode,0.7645479876056334,1.0057095999999999,0.22587879,1.13822709
metric_CPI,3.35778194568075,3.636378818,1.37790403,3.72711869
metric_kernel_CPI,4.638268094976529,7.732682195999999,1.72176027,10.88386283
metric_L1D MPI (includes data+rfo w/ prefetches),0.042677431690140814,0.046198728,0.02265509,0.04777613
metric_L1D demand data read hits per instr,0.3046136366666667,0.30565739999999997,0.28808604,0.30574846
metric_L1-I code read misses (w/ prefetches) per instr,0.0009424950704225347,0.001308172,0.00078617,0.00298067
metric_L2 demand data read hits per instr,0.013400573661971822,0.013823085999999998,0.00749518,0.0141285
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.019780088920187795,0.021489130000000002,0.01074967,0.02206627
metric_L2 demand data read MPI,0.00913390582159624,0.010005092,0.00474636,0.0102213
metric_L2 demand code MPI,0.00034370276995305166,0.00040004799999999996,0.00030716,0.00048564
metric_LLC data read MPI (demand+prefetch),0.013591926384976522,0.014855502,0.00473967,0.01535435
metric_LLC total HITM (per instr),6.4507042253521e-08,8.399999999999977e-08,3e-08,2.17e-06
metric_LLC total HIT clean line forwards (per instr),2.032629107981219e-06,2.52e-06,5.6e-07,2.61e-06
metric_Average LLC data read miss latency (in clks),324.9979443143194,329.65573342799996,260.3525125,330.38315113
metric_Average LLC data read miss latency (in ns),119.63054926624412,121.318946678,92.43707616,121.51923424
metric_Average LLC data read miss latency for LOCAL requests (in ns),119.51429906863851,121.20410489,91.93442253,121.45140326
metric_Average LLC data read miss latency for REMOTE requests (in ns),338.8665925371361,349.80652722599996,165.02286008,352.83049215
metric_ITLB MPI,0.00014267117370892027,0.000188556,5.648e-05,0.0001947
metric_DTLB 2MB large page load MPI,6.317605633802816e-06,1.2415999999999998e-05,6.7e-07,1.385e-05
metric_NUMA %_Reads addressed to local DRAM,99.94001982474171,99.946774084,99.39167925,99.94797123
metric_NUMA %_Reads addressed to remote DRAM,0.05998017525821597,0.05875254799999999,0.05202877,0.60832075
metric_UPI Data transmit BW (MB/sec) (only data),119.72412888169012,126.94949064,35.4493944,264.3020226
metric_UPI Transmit utilization_% (includes control),0.31587580798122056,0.370246552,-0.14861202,0.76969975
metric_uncore frequency GHz,2.1496576050234757,2.195915416,2.11136934,2.3976484
metric_package power (watts),405.9544319248826,409.5268,131.506,409.61
metric_DRAM power (watts),51.401971830985886,52.21639999999999,21.762,52.282
metric_core % cycles in non AVX license,99.9999931259155,100.0,99.99853582,100.0
metric_core % cycles in AVX2 license,6.874084507042254e-06,0.0,0.0,0.00146418
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),105387.41505454271,108327.59920384,4408.5167488,108461.358272
metric_memory bandwidth write (MB/sec),37395.63846448075,39182.820753919994,1577.4437888,39313.4812928
metric_memory bandwidth total (MB/sec),142783.05351902347,147463.01787648,5985.9605376,147766.0421632
metric_IO_bandwidth_disk_or_network_writes (MB/sec),1.4024422610328637,0.2651017599999991,0.0,238.1336584
metric_IO_bandwidth_disk_or_network_reads (MB/sec),0.014975444131455407,0.04251264,0.0,0.1443112
metric_TMAM_Info_CoreIPC,0.6001402040845074,0.609624128,0.53660754,1.45147989
metric_TMAM_Frontend_Bound(%),16.895021648497654,19.035690566,15.10663654,22.12625982
metric_TMAM_Bad_Speculation(%),6.671377292488264,6.820131794,6.23407472,7.50520548
metric_TMAM_Backend_bound(%),61.79154890253517,63.326513998,52.20756825,63.40895836
metric_TMAM_Retiring(%),14.68375349192489,14.994609405999999,13.16942127,26.00481187
