metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),3.113664802149532,3.2981167110000005,2.91315788,3.29999811
metric_CPU utilization %,98.40737461196261,100.056965506,25.74607143,100.61428368
metric_CPU utilization% in kernel mode,1.229053109345794,1.5567897699999997,0.6463919,1.86906396
metric_CPI,3.000982962429908,7.638152114999991,0.78179727,9.88317335
metric_kernel_CPI,4.594238649906543,7.614691970999998,1.45099568,8.08982276
metric_L1D MPI (includes data+rfo w/ prefetches),0.04409093523364488,0.049719449,0.03134833,0.05459406
metric_L1D demand data read hits per instr,0.23774874233644855,0.277659715,0.2236496,0.27834167
metric_L1-I code read misses (w/ prefetches) per instr,0.0026935839252336456,0.006014066999999998,4.452e-05,0.00741845
metric_L2 demand data read hits per instr,0.016632106542056067,0.026342442,0.00132722,0.02681967
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.030271151682242974,0.08084536299999996,0.00256444,0.11034758
metric_L2 demand data read MPI,0.004719442056074767,0.018346874999999985,0.00015186,0.02130617
metric_L2 demand code MPI,0.0005723329906542057,0.0016451979999999992,4.325e-05,0.00283672
metric_LLC data read MPI (demand+prefetch),0.0253768370093458,0.07112708499999991,0.00121177,0.09586089
metric_LLC total HITM (per instr),1.125233644859812e-07,2.8699999999999986e-07,2e-08,5.3e-07
metric_LLC total HIT clean line forwards (per instr),1.5737383177570088e-06,3.7989999999999953e-06,1.8e-07,1.213e-05
metric_Average LLC data read miss latency (in clks),409.96719983672887,613.203864971,248.38386961,655.05414125
metric_Average LLC data read miss latency (in ns),154.11684542177565,214.251682162,92.13620893,215.88025926
metric_Average LLC data read miss latency for LOCAL requests (in ns),153.9614712924299,214.240257319,91.83606671,215.9514786
metric_Average LLC data read miss latency for REMOTE requests (in ns),287.1126283285982,306.401082525,156.2211316,311.98038333
metric_ITLB MPI,4.802738317757008e-05,0.000135915,5.3e-07,0.00018375
metric_DTLB 2MB large page load MPI,2.319626168224299e-06,6.964999999999981e-06,4.7e-07,9.05e-06
metric_NUMA %_Reads addressed to local DRAM,99.9113170775701,99.97564144,99.813382,99.97659332
metric_NUMA %_Reads addressed to remote DRAM,0.08868292242990652,0.16041447999999997,0.02340668,0.186618
metric_UPI Data transmit BW (MB/sec) (only data),135.57829626168225,228.03413219999993,25.3187046,360.2529252
metric_UPI Transmit utilization_% (includes control),0.5053190269158877,0.9204644479999994,0.09662265,1.11518157
metric_uncore frequency GHz,2.0550753408411215,2.4048183229999998,1.71599206,2.40646629
metric_package power (watts),392.9480934579439,411.346,224.26,412.832
metric_DRAM power (watts),47.321158878504676,60.1034,27.238,60.358
metric_core % cycles in non AVX license,95.16717574682244,100.0,64.30864477,100.0
metric_core % cycles in AVX2 license,4.832824253177572,20.092547911999997,0.0,35.69135523
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),136226.43479781688,227717.70929664,18204.077184,231909.6043648
metric_memory bandwidth write (MB/sec),15862.20581945421,31311.304511999995,160.5855744,35058.51008
metric_memory bandwidth total (MB/sec),152088.64061727104,228526.3957632,27446.5776256,232071.6511616
metric_IO_bandwidth_disk_or_network_writes (MB/sec),14.569027469158875,113.0554395199998,0.0,242.4802992
metric_IO_bandwidth_disk_or_network_reads (MB/sec),0.025702594392523388,0.07735311999999997,0.0,0.184588
metric_TMAM_Info_CoreIPC,1.4602571710280368,2.438102807,0.20236415,2.55820795
metric_TMAM_Frontend_Bound(%),17.42697422971963,26.984376851999997,3.58461328,32.90628338
metric_TMAM_Bad_Speculation(%),1.6774295500000003,2.9379000470000003,0.12829469,3.72300333
metric_TMAM_Backend_bound(%),50.932177305046714,89.30548880399999,14.03612695,91.66832517
metric_TMAM_Retiring(%),30.009999290560756,50.764708061,3.99989013,52.72232084
