metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),3.046353640194174,3.063076341,3.03368664,3.19129682
metric_CPU utilization %,98.66499121999995,99.39864658,57.42747798,99.88809801
metric_CPU utilization% in kernel mode,1.6259417512621361,1.814351181,1.33057931,1.89343418
metric_CPI,0.9946628399029125,1.041380352,0.96072314,1.0773468
metric_kernel_CPI,1.8023395968932046,1.922174126,1.24174417,2.02605486
metric_L1D MPI (includes data+rfo w/ prefetches),0.009446953592233008,0.010174039999999999,0.00815066,0.01072998
metric_L1D demand data read hits per instr,0.2264787723300972,0.233055595,0.21621502,0.24021191
metric_L1-I code read misses (w/ prefetches) per instr,0.004643957475728156,0.005573976,0.00338208,0.00587104
metric_L2 demand data read hits per instr,0.005466412912621362,0.005991585,0.00450126,0.0060977
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.001228791262135923,0.0019037239999999997,0.00100443,0.00198012
metric_L2 demand data read MPI,0.00036931689320388354,0.00040751,0.00031411,0.00041509
metric_L2 demand code MPI,2.9460776699029124e-05,3.6672000000000004e-05,2.506e-05,4.45e-05
metric_LLC data read MPI (demand+prefetch),0.0009858163106796112,0.001167385,0.00073229,0.00132476
metric_LLC total HITM (per instr),2.2330097087378632e-08,2e-08,1e-08,9.3e-07
metric_LLC total HIT clean line forwards (per instr),1.1436893203883505e-07,3.1899999999999993e-07,6e-08,3.6e-07
metric_Average LLC data read miss latency (in clks),219.3407355995146,227.7829841,213.07901609,233.81428701
metric_Average LLC data read miss latency (in ns),94.89167519640775,97.81479416100001,85.88263231,102.4875255
metric_Average LLC data read miss latency for LOCAL requests (in ns),94.53663126495148,97.643421222,85.63595722,100.8491219
metric_Average LLC data read miss latency for REMOTE requests (in ns),411.5239586847573,444.492409089,262.53266337,451.21870539
metric_ITLB MPI,8.307184466019415e-06,1.0067e-05,6.19e-06,1.097e-05
metric_DTLB 2MB large page load MPI,8.639805825242718e-07,9.69e-07,6.3e-07,1.35e-06
metric_NUMA %_Reads addressed to local DRAM,99.88222663650491,99.909944253,99.79720613,99.92891056
metric_NUMA %_Reads addressed to remote DRAM,0.11777336349514562,0.14738483399999996,0.07108944,0.20279387
metric_UPI Data transmit BW (MB/sec) (only data),45.268729759223284,56.410908119999995,42.151284,60.3598086
metric_UPI Transmit utilization_% (includes control),1.2618151795145631,10.225422923,0.10387779,11.79633646
metric_uncore frequency GHz,1.9062411970873778,1.9379562369999999,1.79716317,2.14969752
metric_package power (watts),408.48467961165045,409.432,321.72,409.494
metric_DRAM power (watts),28.600000000000012,31.587600000000002,25.79,31.892
metric_core % cycles in non AVX license,99.99124035330097,100.0,99.78070818,100.0
metric_core % cycles in AVX2 license,0.008759646699029126,0.07816307999999993,0.0,0.21929182
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),23310.78980871457,25264.17212544,15944.1156864,26097.4891392
metric_memory bandwidth write (MB/sec),6850.2590415534005,20432.701172479996,3830.8617088,20985.7651584
metric_memory bandwidth total (MB/sec),30161.04885026797,42978.12350976,19774.9773952,43881.4645248
metric_IO_bandwidth_disk_or_network_writes (MB/sec),0.2707492116504854,0.7667002399999989,0.0,9.5492144
metric_IO_bandwidth_disk_or_network_reads (MB/sec),0.018997902912621354,0.05577112,0.0,0.0755912
metric_TMAM_Info_CoreIPC,2.011586464757282,2.0745533729999996,1.85641243,2.08176519
metric_TMAM_Frontend_Bound(%),27.012636639320387,27.815260707,25.34919566,28.5864563
metric_TMAM_Bad_Speculation(%),14.164869466407769,15.320783408,11.35056948,15.55543109
metric_TMAM_Backend_bound(%),9.490565156601946,12.429051241999996,8.29304726,15.45481814
metric_TMAM_Retiring(%),49.36246450805826,50.70269041,45.42330475,51.15080918
