metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),3.202889360965517,3.299993554,3.05976137,3.65346708
metric_CPU utilization %,98.78878638717242,99.59280693,25.41652772,99.88923664
metric_CPU utilization% in kernel mode,2.2420638786206903,2.540794661999999,1.2418784,13.17799569
metric_CPI,1.4914782437931031,2.489547734,0.76256473,2.57654999
metric_kernel_CPI,2.2333072481379315,2.653812574,1.44003521,3.95285449
metric_L1D MPI (includes data+rfo w/ prefetches),0.015596114827586206,0.024280138,0.00198423,0.02564399
metric_L1D demand data read hits per instr,0.2341535811724138,0.251135414,0.10484604,0.25425425
metric_L1-I code read misses (w/ prefetches) per instr,4.496827586206897e-05,6.573599999999998e-05,2.161e-05,0.00031314
metric_L2 demand data read hits per instr,0.005997336965517243,0.010494037999999999,0.00055261,0.01168149
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.005709592482758621,0.012053484,0.00117645,0.01299522
metric_L2 demand data read MPI,0.0025235795862068957,0.005320572,0.00015868,0.00585237
metric_L2 demand code MPI,3.6337034482758636e-05,5.3856e-05,1.461e-05,5.64e-05
metric_LLC data read MPI (demand+prefetch),0.0038248388275862076,0.008921198,0.00056289,0.00936965
metric_LLC total HITM (per instr),1.4813793103448283e-07,2.539999999999969e-07,1e-08,5.09e-06
metric_LLC total HIT clean line forwards (per instr),6.56137931034482e-07,6.879999999999998e-07,1.4e-07,1.359e-05
metric_Average LLC data read miss latency (in clks),260.30812810124144,301.99485137,225.97266152,302.79019506
metric_Average LLC data read miss latency (in ns),104.97927387331032,112.818485746,87.98986632,145.70201783
metric_Average LLC data read miss latency for LOCAL requests (in ns),104.60712400048274,112.88802821,87.86734136,119.32024518
metric_Average LLC data read miss latency for REMOTE requests (in ns),306.41760441641395,323.339279174,173.56502395,325.97925763
metric_ITLB MPI,1.8496551724137922e-06,2.5359999999999995e-06,7.2e-07,2.62e-06
metric_DTLB 2MB large page load MPI,7.124413793103446e-06,1.5743999999999997e-05,7.1e-07,1.745e-05
metric_NUMA %_Reads addressed to local DRAM,99.89597463524149,99.94474062399999,99.47205776,99.94686788
metric_NUMA %_Reads addressed to remote DRAM,0.10402536475862066,0.1637278779999998,0.05313212,0.52794224
metric_UPI Data transmit BW (MB/sec) (only data),83.45286023586209,88.6948146,55.2884346,752.0726178
metric_UPI Transmit utilization_% (includes control),0.6759719544827585,2.9299240119999954,0.14258858,17.19940332
metric_uncore frequency GHz,1.9873598350344834,2.186620788,1.79734457,2.37919767
metric_package power (watts),408.35241379310355,409.52,259.24,409.542
metric_DRAM power (watts),39.94886896551725,49.104,25.964,49.46
metric_core % cycles in non AVX license,99.99991585993104,100.0,99.9924135,100.0
metric_core % cycles in AVX2 license,8.414006896551725e-05,0.0,0.0,0.0075865
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_memory bandwidth read (MB/sec),57031.150278973786,89604.14646784001,12780.5494912,90592.5828608
metric_memory bandwidth write (MB/sec),24147.228011519997,38297.66125824,8226.6798208,39138.6428288
metric_memory bandwidth total (MB/sec),81178.37829049383,127793.69107455999,21007.229312,129731.2256896
metric_IO_bandwidth_disk_or_network_writes (MB/sec),0.08504354206896547,0.25744143999999985,0.0,0.5470952
metric_IO_bandwidth_disk_or_network_reads (MB/sec),0.012728320000000003,0.051834719999999945,0.0,0.069052
metric_TMAM_Info_CoreIPC,1.598875162344826,2.235378016,0.77623179,2.62272819
metric_TMAM_Frontend_Bound(%),14.581115361655176,16.708394602,11.06369714,19.1731731
metric_TMAM_Bad_Speculation(%),14.034905913448277,20.095124218,7.63535982,23.32131174
metric_TMAM_Backend_bound(%),33.71165109227586,56.71818392,8.11554315,58.76043295
metric_TMAM_Retiring(%),37.708827876620674,52.523469824,18.2773632,63.97137824
